Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
947.85,29.07,29.00,0
948.87,28.98,29.00,34
949.90,29.07,29.00,12
950.92,28.98,29.00,16
951.95,28.98,29.00,0
952.97,28.98,29.00,16
954.00,28.98,29.00,16
955.03,28.98,29.00,16
956.05,28.98,29.00,16
957.08,28.98,29.00,16
958.10,28.98,29.00,34
959.13,28.98,29.00,16
960.16,28.98,29.00,16
961.18,28.98,29.00,16
962.21,28.98,29.00,16
963.23,29.07,29.00,0
964.26,28.98,29.00,16
965.28,28.98,29.00,16
966.31,29.07,29.00,12
967.34,28.98,29.00,16
968.36,28.98,29.00,34
969.39,28.98,29.00,16
970.41,28.98,29.00,34
971.44,28.98,29.00,16
972.47,28.98,29.00,34
973.49,29.07,29.00,0
974.52,28.98,29.00,16
975.54,28.98,29.00,16
976.57,28.98,29.00,16
977.59,28.98,29.00,16
978.62,28.98,29.00,16
979.65,28.98,29.00,16
980.67,28.98,29.00,16
981.70,28.98,29.00,16
982.72,28.98,29.00,16
983.75,28.98,29.00,16
984.77,28.98,29.00,16
985.80,28.89,29.00,38
986.83,28.98,29.00,16
987.85,29.07,29.00,12
988.88,28.98,29.00,16
989.90,28.98,29.00,53
990.93,28.98,29.00,16
991.95,29.07,29.00,12
992.98,28.98,29.00,34
994.01,29.07,29.00,0
995.03,28.98,29.00,16
996.06,28.98,29.00,16
997.08,28.98,29.00,16
998.11,28.98,29.00,16
999.14,29.16,29.00,0
1000.16,29.07,29.00,0
1001.19,28.98,29.00,16
1002.21,28.98,29.00,16
1003.24,28.98,29.00,16
1004.27,28.98,29.00,16
1005.29,28.98,29.00,16
1006.32,28.98,29.00,16
1007.34,28.98,29.00,16
1008.37,29.07,29.00,12
1009.39,28.98,29.00,0
1010.42,29.07,29.00,0
1011.45,28.98,29.00,16
1012.47,29.07,29.00,12
1013.50,28.98,29.00,16
